district,name,location,taluk,village,status,contacts,facilities_available,total_people,total_males,total_females,total_infants,food_req,clothing_req,sanitary_req,medical_req,other_req
ptm,"Salvation Army , Thiruvalla",Thiruvalla,Thiruvalla,Thiruvalla,active,,,,,,,,,,,
ptm,"Model Girls School , Thiruvalla",Thiruvalla,Thiruvalla,Thiruvalla,active,,,,,,,,,,,
ptm,"M G M School , Thiruvalla",Thiruvalla,Thiruvalla,Thiruvalla,active,,,400,,,,,,,,
alp,DVLPS,"Vettiyar P.O, Thazhakara",Mavelikara,Vettiyar,active,9496388327,,520,218,302,0,,,,,
idk,Periyavara,Periyavara,Devikulam,Munnar,active,,,102,52,32,18,,,,,
alp,Erattapallikudam,"Vettiyar P.O , Thazhakara",Mavelikara,Vettiyar,active,9446865998,,279,102,117,2,Rice,No,No,No,Plates and glasses
mpm,AEMS KOLATHODU,"AKSHARA ENGLISH MEDIUM SCHOOL, KOLATHOD, CHENAKKALANGADI PO 673636",Tirurangadi,THENHIPPALAM,closed,"9496047922 , 9496047923, 8547615606",,190,105,85,,,,,,
idk,Sevenmala,Sevenmala,Devikulam,Munnar,active,,,37,16,16,5,,,,,
tcr,PRASTHAN SCHOOL,"PRASTHAN SCHOOL
MULLOORKKARA",Thalappilli,MULLOORKKARA,active,8547614618,,35,,,,,,,,
ptm,"St Joseph Latin Catholic Church Hall ,Thukalaserry",Thukalaserry,Thiruvalla,Thiruvalla,active,,,,,,,,,,,
mpm,GLPS Klari West Kanhikuzhingara,Klari West Kanhikuzhingara,tirur,perumanna,active,,,17,8,9,0,,,,,
tcr,BUDS REHABITILATION CENTER,"BUDS REHABITILATION CENTER
KANIYARKODE",Thalappilli,KANIYARKODE,active,8547614602,,6,3,3,,,,,,
idk,"CSI Church ,Munnar","CSI Church ,Munnar",Devikulam,Munnar,active,,,136,62,54,20,,,,,
ptm,"U P School , Chumathra",Chumathra,Thiruvalla,Kuttapuzha,active,,,167,60,90,17,,,,,
mpm,Sirajulhuda Madrassa,"Iringallur, Palani",Tirurangadi,Parappur,closed,,,70,48,22,0,,,,,
idk,"Marchant Asstn Hall, Munnar","Marchant Asstn Hall, Munnar",Devikulam,Munnar,active,,,49,9,33,7,,,,,
tcr,KOLATHUR,"KOLATHUR
CHELAKKARA",THALAPILLY,CHELAKKARA,closed,8547614609,,17,6,9,2,,,,,
ptm,"S N D P Hall , Muthoor",Muthoor,Thiruvalla,Kavumbhagam,active,,,160,,,,,,,,
ptm,"L P School , Kizhakkum Muri",Kizhakkum Muri,Thiruvalla,Thiruvalla,active,,,,,,,,,,,
ptm,"Shanmugha Auditorium , Mathilbhagom",Mathilbhagom,Thiruvalla,Thiruvalla,active,,,,,,,,,,,
tcr,SRUTHI SANGEETHA VIDYALAYAM,"SRUTHI SANGEETHA VIDYALAYAM
CHELAKKARA",THALAPILLY,CHELAKKARA,closed,8547614609,,45,22,15,8,,,,,
idk,"Mount Carmal Church, Munnar","Mount Carmal Church, Munnar",Devikulam,Munnar,active,,,67,29,26,12,,,,,
ptm,"C M S School , Thukalaserry",Thukalaserry,Thiruvalla,Thiruvalla,active,,,,,,,,,,,
idk,Govt HSS Devikulam,Govt HSS Devikulam,Devikulam,Kannan Devan Hills,active,,,80,40,22,18,,,,,
ptm,Thirumoola Vilasam English Medium School,Thirumoolapuram,Thiruvalla,Thiruvalla,active,,,,,,,,,,,
idk,Govt H S Kallar,Govt H S Kallar,Devikulam,Pallivasal,active,,,142,58,63,21,,,,,
ptm,"St Thomas School, Thirumoolapuram",Thirumoolapuram,Thiruvalla,Kuttapuzha,active,,,275,100,125,25,,,,,
idk,"JCDS, Anganavady Pothupara","JCDS, Anganavady Pothupara",Devikulam,Kunjithanni,active,,,75,29,36,10,,,,,
idk,"Panchayath Community Hall, Anachal","Panchayath Community Hall, Anachal",Devikulam,Kunjithanni,active,,,75,31,35,9,,,,,
mpm,Nusrathul islam madrassa pazhoor,"നുസ്രത്തുല്‍ ഇസ്ലാം മദ്രസ്സ, പാഴൂര്‍",tirur,naduvattam,active,,,92,44,45,3,,,,,
idk,Govt. H S Kunjithanni,Govt. H S Kunjithanni,Devikulam,Kunjithanni,active,,,57,17,27,13,,,,,
mpm,GHSS School perashannur,"ജി.എച്ച്.എസ്.എസ് സ്കൂള്‍, പേരശ്ശനൂര്‍",tirur,kuttippuram,active,,,295,154,138,3,,,,,
mpm,Islahu Sweebhyan Madrassa,,tirur,Thriprangode,closed,,,131,58,73,1,,,,,
idk,St Mary's H S Mankulam,St Mary's H S Mankulam,Devikulam,Mankulam,active,,,157,62,69,26,,,,,
idk,Temple Hall Kanjiraveli,Temple Hall Kanjiraveli,Devikulam,Mannamkandom,active,,,155,62,75,18,,,,,
idk,Udaya Flour Mill Kunthanpara,Udaya Flour Mill Kunthanpara,Devikulam,Vellathooval,active,,,55,24,25,6,,,,,
ptm,"NSS Karayoga Mandiram,Kidangannur","Kidangannur Cherian Memorial Karayoga Mandiram,Kidangannur",Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,Women's Development Center Inchapathal,Women's Development Center Inchapathal,Devikulam,Mannamkandom,active,,,40,21,15,4,,,,,
ptm,Pallimukkam,Pallimukkam,Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,Govt LPS Anavaratty,Govt LPS Anavaratty,Devikulam,Vellathooval,active,,,90,41,38,11,,,,,
idk,St George UPS Venmony,St George UPS Venmony,Idukki,Kanjikuzhy,active,,,258,110,119,29,,,,,
ptm,Amathodu,Amathodu,Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,Community Hall Kanjiraveli,Community Hall Kanjiraveli,Devikulam,Mannamkandom,active,,,574,272,242,60,,,,,
ptm,Perangad,Perangad,Kozhenchery,Kidangannur,active,,,,,,,,,,,
ptm,"Govt.School,Vandippadi Mayalumon","Govt.School,Vandippadi Mayalumon",Kozhenchery,Kidangannur,active,,,,,,,,,,,
koz,"PrickachalAnganvadee , Neeleswaram","PrickachalAnganvadee , Neeleswaram",Kozhikode,Neeleswaram,closed,"0495-2297132
9961116374",,45,26,27,,,,,,
idk,Community Hall Plamala,Community Hall Plamala,Devikulam,Mannamkandom,active,,,304,120,140,144,,,,,
koz,Chennamagaloor UP School,"Chennamangaloor , Thazhekode",Kozhikode,Thazhekode,closed,"0495-2297132
9961116374",,46,20,26,,,,,,
ptm,Pourasamithi Kettidam,Pourasamithi Kettidam,Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,Karmalamadha H S Mankadavu,Karmalamadha H S Mankadavu,Devikulam,Vellathooval,active,,,298,130,136,32,,,,,
idk,Govt LPS Pazhampillichal,Govt LPS Pazhampillichal,Devikulam,Mannamkandom,active,,,60,21,22,17,,,,,
ptm,Kotta leksham veedu Anganwadi,Kotta leksham veedu Anganwadi,Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,"Lutheran's church ,Dimukku","Lutheran's church ,Dimukku,Periyar",Peermedu,Periyar,active,,,40,19,16,5,,,,,
idk,St George HSS Kattappana,St George HSS Kattappana,Idukki,Kattappana,active,,,664,263,260,141,,,,,
koz,Mukkam Muslim Orphanage,"Mukkam, Thazhekode",Kozhikode,Thazhekode,closed,"0495-2297132
9961116374",,35,17,18,,,,,,
ktm,Mahatma Gandhi HSS,Meenachil,Meenachil,LLalam,active,,,101,32,60,5,,Available,,,
ptm,Govt.School Devi Vilasam kotta,Govt.School Devi Vilasam kotta,Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,SNDP Hall 1000 Acre,SNDP Hall 1000 Acre,Devikulam,Vellathooval,active,,,130,56,54,20,,,,,
ptm,"School,Edayaranmula","School,Edayaranmula",Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,Kambiline Kanjiraveli,Kambiline Kanjiraveli,Devikulam,Mannamkandom,active,,,90,43,33,14,,,,,
ptm,Vallana,Vallana,Kozhenchery,Kidangannur,active,,,,,,,,,,,
idk,Jacobite Church 1000 Acre,Jacobite Church 1000 Acre,Devikulam,Vellathooval,active,,,78,32,34,12,,,,,
ptm,Manappalli,Manappalli,Kozhenchery,Kidangannur,active,,,,,,,,,,,
ptm,"St.Patric Church ,Edappariyaram","St.Patric Church ,Edappariyaram",Kozhenchery,Elanthoor,active,,,18,,,,,,,,
idk,"St Mary's ,LPS Kallarkutty","St Mary's ,LPS Kallarkutty",Devikulam,Vellathooval,active,,,82,38,35,9,,,,,
ptm,CSI Church Elanthoor,CSI Church Elanthoor,Kozhenchery,Elanthoor,active,,,45,20,25,0,,,,,
ptm,Elanthoor Marthoma Valiyappalli,Elanthoor Marthoma Valiyappalli,Kozhenchery,Elanthoor,active,,,182,,,,,,,,
idk,"SN UPS , North Selliampara","SN UPS , North Selliampara",Devikulam,Vellathooval,active,,,118,51,54,13,,,,,
idk,"Fathima Matha church hall, Koompanpara","Fathima Matha church hall, Koompanpara",Devikulam,Mannamkandom,active,,,47,15,14,18,,,,,
ptm,Karoor Palli,Karoor Palli,Kozhenchery,Elanthoor,active,,,223,,,,,,,,
ptm,"SNDP HSS,Edappariyaram","SNDP HSS,Edappariyaram",Kozhenchery,Elanthoor,active,,,49,,,,,,,,
idk,"PMS LPS , South Selliampara","PMS LPS , South Selliampara",Devikulam,Vellathooval,active,,,120,54,57,9,,,,,
alp,G U P S Kannamangalam South,"Kannamangalam South, Chettikulangara P.O",Mavelikara,Kannamangalam,active,Sreenithya-8281820140-S Clerk,8281820140-,557,250,307,0,,,,,
idk,Govt H S Vellathooval,Govt H S Vellathooval,Devikulam,Vellathooval,active,,,105,48,48,9,,,,,
ptm,Shalom Marthoma Church,Shalom Marthoma Church,Kozenchery,Elanthoor,active,,,92,,,,,,,,
ptm,St.Behanance Auditorium,St.Behanance Auditorium,Kozenchery,Kozenchery,active,,,45,,,,,,,,
alp,UPS Anjilipra,"Anjilipra, thattarambalam P.O, Chettikulangara",Mavelikara,Kannamangalam,active,Sari-8547344921,,434,197,235,2,,,,,
ktm,Moolakayam,Moolakayam Anganawady,Kanjirappally,ErumeliSouth,active,,,1236,57,64,2,Available,Available,Available,Available,
alp,St. Mary's Girls High School cherthala,"Private Bus Stand Road, Nedumbrakkad, Cherthala, Kerala 688524",cherthala,cherthala,active,"0478 282 2795

principal. john-9747524770",,596,288,108,0,Rava and Upmav,No,No,No,No
ptm,"Binu, Manjathanam Veedu","Binu, Manjathanam Veedu, Mallappally",Thiruvalla,Mallappally,active,,,6,,,,,,,,
ekm,"CSA Auditorium , Angamaly","CSA Auditorium , Angamaly",Aluva,Angamaly,closed,Subran (ward Councilor) 9846053116,,240,114,123,,,,,,
alp,G L P S Pela,"Pela, Chettikulangara",Mavelikara,Kannamangalam,active,Sini Raj-9497637684,,352,150,196,6,,,,,
ptm,"St.Sebastian Church,Vanchitra","St.Sebastian Church,Vanchitra",Kozenchery,Kozenchery,active,,,190,1,,,,,,,
ptm,St.Thomas Church Hall,St.Thomas Church Hall,Kozenchery,Kozenchery,active,,,65,,,,,,,,
ptm,"MTLPS,Melukara","MTLPS,Melukara",Kozenchery,Kozenchery,active,,,145,,,,,,,,
alp,G U P S Erezha (Koickathara School),"Erezha South, Chettikulangara",Mavelikara,Peringala,active,Jisha thomas-9400484094,,184,83,94,7,,,,,
ptm,"MTLPS,Vanchitramala","MTLPS,Vanchitramala",Kozenchery,Kozenchery,active,,,102,,,,,,,,
alp,G U P S Kannamangalam North (Kollaseril School),"Kannamangalam North , Chettikulangara P.O",Mavelikara,Kannamangalam,active,9446191527,,426,212,214,0,Food and Drinking water,Yes,Yes,Yes,No
ktm,P.J.Lukose Chathanpadathil memmorial building,"Near JS Farm, Neendoor (PO)",Kottayam,Onamthuruthu,active,"9446197770,  AC Jacob, ward member",,64,28,36,,Available,Available,Available,Available,
ptm,"Mahilamandiram,Keezhukara","Mahilamandiram,Keezhukara",Kozenchery,Kozenchery,active,,,90,,,,,,,,
ptm,SNDP Mandiram Thekkemala,SNDP Mandiram Thekkemala,Kozenchery,Kozenchery,active,,,86,,,,,,,,
idk,Govt High School Machiplavu,Govt High School Machiplavu,Devikulam,Mannamkandom,active,,,72,25,19,28,,,,,
idk,Christhuraja  LP School Rajapuram,Christhuraja  LP School Rajapuram,Idukki,Vathikudy,active,,,211,90,73,48,,,,,
ptm,"NSS Karayoga Mandiram,Keezhukara",N S S Karayogamandiram Keezhukara,Kozenchery,Kozenchery,active,,,136,,,,,,,,
idk,Higher Secondary School Deviyar,Higher Secondary School Deviyar,Devikulam,Mannamkandom,active,,,159,65,65,29,,,,,
ktm,GLPS OLASSA,olassa P O,Kottayam,Aymanam,active,,,65,30,34,1,Available,Available,,Available,
idk,Govt.LPS Kiliyarkandam,Govt.LPS Kiliyarkandam,Idukki,Upputhodu,active,,,59,31,26,2,,,,,
ktm,"B.M.M Higher Secondary School, Pothenpuram, Pampad","Pothenpuam P.O, Pampady, Kottayam - 686502",Kottayam,Meenadom,active,"9947984546, 9447507257","Light, Kitchen, toilet Available",103,54,48,1,Available,Available,Need,Available,
idk,St Joseph UP School Narakakkanam,St Joseph UP School Narakakkanam,Idukki,Idukki,active,,,471,204,203,64,,,,,
koz,Kacheri ALP School,"Kacheri, Thazhekode",Kozhikode,Thazhekode,closed,"0495-2297132
9961116374",,94,41,53,,,,,,
idk,SNDP VHSE Adimali,SNDP VHSE Adimali,Devikulam,Mannamkandom,active,,,614,274,246,94,,,,,
koz,Firdouse Samsarika Nilayam East Chennamangloor,"East Chennamangloor,Thazhekode",Kozhikode,Thazhekode,closed,"0495-2297132
9961116374",,195,94,101,,,,,,
idk,Newman LP School Idukki,Newman LP School Idukki,Idukki,Idukki,active,,,750,276,344,130,,,,,
idk,Govt. High School Maiyarankudy,Govt. High School Maiyarankudy,Idukki,Idukki,active,,,,,,,,,,,
idk,"SNDP Yogam building, Kambiline","SNDP Yogam building, Kambiline",Devikulam,Anaviratty,active,,,30,10,12,8,,,,,
alp,S N U P S Kadavoor,"Kadavoor,Karipuzha, ,Karipuzha P.O",Mavelikara,Kannamangalam,active,8606257698,,602,292,307,3,,,,,
koz,Thottathinkadavu Madrassa,"Thottathinkadavu, Neeleswaram",Kozhikode,Neeleswaram,closed,"0495-2297132
9961116374",,121,60,61,,,,,,
ktm,St. Joseph  Church Parish Hall,"Edayazham , Vechoor P. O",Vaikom,Vechoor,active,7034387977,,213,95,110,8,Available,need,Need,Available,
idk,Thannikandom Cultural Centre,Thannikandom Cultural Centre,Idukki,Idukki,active,,,253,85,108,60,,,,,
idk,"8 Acre church, Kallar","8 Acre church, Kallar",Devikulam,Anaviratty,active,,,98,35,48,15,,,,,
koz,Thozhil Pariseelana Kendram Thottathin kadavu,"Thottathin Kadavu , Neeleswaram",Kozhikode,Neeleswaram,closed,"9961116374
0495-2297132",,92,51,41,,,,,,
idk,Green  Land Theatre Cheruthony,Green  Land Theatre Cheruthony,Idukki,Idukki,active,,,200,64,92,44,,,,,
idk,SENA tourist home,SENA tourist home,Devikulam,Anaviratty,active,,,90,30,37,23,,,,,
ktm,"Govt. LPS /UPS Thalayolaparambu,",Thalayolaparambu P O,Vaikom,Vadayar,active,9747645023,,1300,584,716,20,Available,Available,Available,Available,
koz,"Chandrans House Karimbil,Kallurutty","Karimbil Laksham veedu , Kallurutty",Kozhikode,Neeleswaram,closed,"0495-2297132
9961116374",,44,21,23,,,,,,
idk,Forest Dormitory Vellappara,Forest Dormitory Vellappara,Idukki,Idukki,active,,,197,63,78,56,,,,,
ktm,"St. George English Medium School,Thalayolaparambu",Thalayolaparambu P O,Vaikom,Vadayar,active,9447486340,,2000,800,1200,56,Available,Available,Available,Available,
idk,Panchayat Community Hall Paraemavu,Panchayat Community Hall Paraemavu,Idukki,Idukki,active,,,211,84,102,25,,,,,
idk,PWD Rest House Vellappara,PWD Rest House Vellappara,Idukki,Idukki,active,,,141,39,46,56,,,,,
ktm,"St. Mary's U P School, Koothrapally","Koothrapally P.O, Karukachal-686540",Changanasseri,Karukachal,active,,,27,,,,,,,,
alp,"High School, Chettikulangara","Chettikulanagara , 690106",Mavelikara,Kannamangalam,active,9447972798,,80,33,43,4,,,,,
idk,St George UPS Vazhathope,St George UPS Vazhathope,Idukki,Idukki,active,,,,,,,,,,,
alp,Govt.LPS KARUVAIL BHAGOM(KORUMPALLY),"Karuvayil Bhagam, Cherthala, Kerala 688539",cherthala,cherthala,active,,,,,,,,,,,
alp,G L P S Kannamangalam (Chankur School ),"Kaitha South,Chettikulanagara",Mavelikara,Kannamangalam,active,9495307663-,,89,40,48,1,,,,,
idk,St Sebastians Church Parish Hall Bhumiyankulam,St Sebastians Church Parish Hall Bhumiyankulam,Idukki,Idukki,active,,,0,0,0,0,,,,,
idk,Celeena Charles Englishmedium School Maiyarankudy,Celeena Charles Englishmedium School Maiyarankudy,Idukki,Idukki,active,,,990,329,365,296,,,,,
alp,Govt. Girls Higher Secondary School Cherthala,"Cherthala - Thaneermukkom Rd, Kodathikavala, Cherthala, Kerala 688524",cherthala,cherthala,active,0478 281 3398,"Facilities Available (light, kitchen, toilets )",368,149,140,,Available,Available,Available,Available,Available
alp,"G U P S Kannamangalam (Uluvath School, Panchamood","Panachammood,Chettikulanagara",Mavelikara,Kannamangalam,active,,,643,303,357,3,,,,,
ktm,Govi/LVS Alapra,Alapra P O,Kanjirappally,Manimala,closed,,,5,4,1,,Available,Available,Available,Available,
idk,SN Higher Secondary School,SN Higher Secondary School,Idukki,Kanjikuzhy,active,,,338,154,126,58,,,,,
ktm,AJJMHSS Thalayolaparambu,Thalayolaparambu P O,Kottayam,Vadayar,active,9605830191,,1100,400,600,100,Available,Available,Available,Available,
alp,Naipunnya School of Management,"Near Manorima Junction, College Road, Kuruppan Kulangara, Cherthala, Kerala 688524",cherthala,cherthala,active,"0478 281 4746

 savior 9496087083  cordinator",,350,110,190,1,No,"Gents and Ladies Under garments ,Bed sheets",No,No,No
idk,St Marys HSS Mariyapuram,St Marys HSS Mariyapuram,Idukki,Thankamany,active,,,665,366,299,,,,,,
idk,Govt.LP School,Govt.LP School,Idukki,Konnathady,active,,,101,42,50,9,,,,,
ptm,"Govt. LPS, Mannady Thazham","Govt. LPS, Mannady Thazham
Manndy P O
691530",Adoor,Kadampanad,active,K.Manoj-8281613929,,83,21,52,,,,,,
ktm,Thoppil Hose (House Of Andrew Scaria),"Vadavathoor P O,Kottayam",Kottayam,VIjayapuram,active,9895516934,,13,7,6,,Available,Available,Available,Available,
idk,Thellithodu,Thellithodu,Idukki,Konnathady,active,,,32,12,16,4,,,,,
idk,St Marys High School Ponmudy,St Marys High School Ponmudy,Idukki,Konnathady,active,,,60,27,31,2,,,,,
alp,L.P.S Vathikulam,"L.P.S Vathikulam,L.P.S Vathikulam,Thekkekara P.O-690107",Mavelikara,Thekkekara,active,,,180,63,75,3,,,,,children's-42
ptm,"HS&VHSS, Mannady","H.S&VHSS, Mannady
Mannady P O
691530",Adoor,Kadampanad,closed,Shaji Vargheese-9495764727,,206,48,102,,,,,,
ktm,"Anganavady ,Cheenikuzhy",Parampuzha P O,Kottayam,VIjayapuram,active,9947748936,,13,5,8,,Available,Available,Available,Available,
ptm,St.Marys GHS Kozenchery,St.Marys GHS Kozenchery,Kozenchery,Kozenchery,active,,,180,,,,,,,,
alp,"Community Hall,Kurathikad","Community Hall, Kurathikad,Thekkekkara P.O-690107",Mavelikara,Thekkekara,active,,,135,61,70,4,,,,,
ptm,Arumakadu LP School,Arumakadu LP School,Kozenchery,Aranmula,active,,,412,,,,,,,,
ptm,Anganvadi Manakuppy(2 camp),Anganvadi Manakuppy(2 camp),Kozenchery,Aranmula,active,,,208,,,,,,,,
ptm,Marthoma Church Auditorium Arattupuzha,Marthoma Church Auditorium Arattupuzha,Kozenchery,Aranmula,active,,,468,,,,,,,,
ptm,U.P.S THOTTUPURAM,"U.P.S THOTTUPURAM , PRAKKANAM,Chenneerkara GP",Kozhencheri,Chenneerkara,active,,,17,,,,,,,,
ptm,"Govt.WLPS, Pandimalappuram","Govt.WLPS, Pandimalappuram
Thuvayoor Thekku P.O
Pin 691552",Adoor,Kadampanad,active,C.Rajendran-9495614096,,145,64,48,,,,,,
ptm,Anganvadi Malakara,Anganvadi Malakara,Kozenchery,Aranmula,active,,,208,,,,,,,,
ptm,NSS Ayurveda Hospital Edaserimala,NSS Ayurveda Hospital Edaserimala,Kozenchery,Aranmula,active,,,157,,,,,,,,
ptm,Anganvadi Edaserimala(4 camp),Anganvadi Edaserimala(4 camp),Kozenchery,Aranmula,active,,,250,,,,,,,,
ptm,SNDP UPS Kottakkakam,SNDP UPS Kottakkakam,Kozenchery,Aranmula,active,,,307,,,,,,,,
ptm,Mottakkal School Malakara,Mottakkal School Malakara,Kozenchery,Aranmula,active,,,452,,,,,,,,
alp,L.P.S Umbernad,"L.P.S Umbernad,Umbernad, Kallumal P.O-690110",Mavelikara,Thekkekara,active,,,116,38,48,0,,,,,children's -30
ktm,Kallupurackal House(House Of Mr. Sivan),"Manganam P O,Kottayam",Kottayam,VIjayapuram,active,9947748936,,10,4,6,,Available,Available,Available,Available,
ptm,Veluthedath Nair Samajam Auditorium,Veluthedath Nair Samajam Auditorium,Kozenchery,Aranmula,active,,,250,,,,,,,,
ptm,Civil Station Aranmula,Civil Station Aranmula,Kozenchery,Aranmula,active,,,300,,,,,,,,
ktm,"Christavasramam,Manganam","Manganam P O,Kottayam",Kottayam,VIjayapuram,active,9747146980,,8,3,5,1,Available,Available,Available,Available,
ptm,St.George Orthodox Church Prakanam,St.George Orthodox Church Prakanam,Kozenchery,Cheneerkara,active,,,24,,,,,,,,
ptm,St.Marys Youth Movement Thottapuram,St.Marys Youth Movement Thottapuram,Kozenchery,Cheneerkara,active,,,13,,,,,,,,
ptm,St.George Orthodox Church Mathoor,St.George Orthodox Church Mathoor,Kozenchery,Cheneerkara,active,,,79,,,,,,,,
ptm,Govt.UPS Mathoor,Govt.UPS Mathoor,Kozenchery,Cheneerkara,active,,,66,,,,,,,,
ptm,Govt.HSS Cheneerkara,Govt.HSS Cheneerkara,Kozenchery,Cheneerkara,active,,,141,,,,,,,,
ktm,"Govt HS ,Vadavathoor","Vadavathoor P O,Kottayam",Kottayam,VIjayapuram,active,9447362465,,63,30,33,1,Available,Available,Available,Available,
ekm,"ST.MARYS CHURCH,PAZHUKKAMATTOM","ST.MARYS CHURCH,PAZHUKKAMATTOM, Thiruvaniyoor",Kunnathunadu,Thiruvaniyoor,closed,,,,,,,,,,,
ekm,"GOVT.JBS, KANNIATTUNIRAPPU","GOVT.JBS, KANNIATTUNIRAPPU",Kunnathunadu,Thiruvaniyoor,closed,,,,,,,,,,,
alp,"NSS Karayogam, TP Centre Haripad",Mannarasala P O,Karthikappally,Haripad,active,8156924799,,280,80,200,6,,,,,
alp,Govt UPS Haripad,Haripad,Karthikappally,Haripad,active,8606805126,,260,110,150,6,,,,,
alp,Govt Boys HSS Haripad,Haripad,Karthikappally,Haripad,active,7511135302,,825,474,351,6,,,,,
alp,Town Muslim LPS Haripad,"Pilappuzha South, Haripad",Karthikappally,Haripad,active,9605738622,,125,40,85,1,,,,,
alp,TKMM College Nangiarkulangara Haripad,Nangiarkulangara,Karthikappally,Pallippad,active,9447348441,,854,410,444,5,,,,,
alp,"Tagore School, Haripad","Vettuveni, Haripad",Karthikappally,Haripad,active,9496272294,,2758,1293,1465,30,No,No,No,No,Cleaning Items
alp,Mannarasala UP & Kizhakku bhagam Haripad,Haripad,Karthikappally,Haripad,active,9526122122,,710,250,460,20,,,,,
alp,Mannarasala Nursery School Haripad,Haripad,Karthikappally,Haripad,active,9495616236,,250,100,150,5,,,,,
alp,PWD Guest House Haripad,Pilapuzha P O,Karthikappally,Haripad,active,9961320201,,664,281,383,32,,"Nighty, Bed Sheet, Dress for Childrens",,,
alp,"Marthoma Church Parish hall, Haripad",Haripad,Karthikappally,Haripad,active,8281922951,,1150,400,750,10,,,,,
alp,"NSS Karayogam, Thalathotta Haripad","Vettuveni, Haripad",Karthikappally,Pallippad,active,8281281261,,,15,10,,,,,,
alp,Aaroor LPS Haripad,Pilappuzha,Karthikappally,Haripad,active,9544384104,,450,200,250,10,,,,വളംകടിക്കുള്ള മരുന്ന്‍,
alp,Kaval Haripad,"Marthoma Development Center, Haripad",Karthikappally,Haripad,active,9745153358,,286,147,139,,,"Nighty, Dhothi, Inner wears",,"Paracetamol , Betadin, Candid, Cough Syrup","Bucket, Mug"
alp,PHC Veeyapuram,Veeyapuram,Karthikappally,Veeyapuram,active,,,890,429,461,,,,,,
kol,Kollam Athiroopatha,Kollam,Kollam,Kollam,active,,,1586,690,896,,,,,,
alp,Govt Girls High School Haripad,Haripad,Karthikappally,Haripad,active,,,190,78,112,,,,,,
alp,Orthodox Hall Veeyapuram,Melppadam,Karthikappally,Veeyapuram,active,,,940,444,496,,,,,,
alp,District Cooperative Bank (Back side),Veeyapuram,Karthikappally,Veeyapuram,active,,,125,60,65,,,,,,
alp,Triveni Market Veeyapuram,Veeyapuram,Karthikappally,Veeyapuram,active,,,,149,176,,,,,,
alp,D D Auditorium Veeyapuram,Veeyapuram,Karthikappally,Veeyapuram,active,,,1784,872,912,6,,,,,
alp,Parish Hall Veeyapuram,Veeyapuram,Karthikappally,Veeyapuram,active,,,560,264,296,2,,,,,
alp,Govt H S Veeyapuram,Veeyapuram,Karthikappally,Veeyapuram,active,,,790,385,405,5,,,,,
alp,Anganvadi (Panchayat Office),Veeyapuram,Karthikappally,Veeyapuram,active,,,78,40,38,0,,,,,
alp,Aswasakendram Payipad,Payipad,Karthikappally,Veeyapuram,active,,,210,100,110,2,,,,,
